Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Willy Adames","SFG",157,679,596,141,85,28,1,27,85,87,72,2,166,4,6,0,,12,4,0.236385,0.106658,0.244046,0.43704,0.320958,0.422279,0.322744,0.743236,0.185893,4.19242,0.279275,0.0864758,-0.186278,85.5705,5.34147,109.069,-0.0998021,2.0957,7.198275946080685,9.370695114135742,4.0065,129.22999572753906,,,,,,,773.9,4.929299363,773.9,4.929299363,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Nico Hoerner","CHC",154,665,607,171,128,30,3,9,79,65,43,1,62,10,4,1,,27,7,0.281185,0.0640458,0.0929927,0.688718,0.33617,0.387167,0.317823,0.723337,0.105983,5.53546,0.298661,0.776233,1.563,81.149,2.57411,105.096,2.33923,7.68854,6.355851888656616,10.163535356521606,3.95377,104.51000213623047,,,,,,,730,4.74025974,730,4.74025974,,,,,,,,,,,,,,,,,,,"Nico Hoerner","21479",663538
"Bryce Harper","PHI",154,665,574,157,91,37,0,29,90,95,81,8,143,5,5,0,,11,3,0.273523,0.121584,0.215225,0.564915,0.365429,0.492156,0.365775,0.857586,0.218633,3.47409,0.314058,0.1699,-0.29281,107.039,28.4642,134.542,-0.12291,0.517829,27.10189774632454,-11.457171559333801,3.86429,47.650001525878906,,,,,,,955.6,6.205194805,955.6,6.205194805,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Gabriel Moreno","ARI",112,443,394,110,77,20,1,11,53,54,42,2,75,4,3,0,,4,2,0.279127,0.0946715,0.169755,0.557696,0.351175,0.421403,0.336451,0.772577,0.142276,3.55737,0.318121,0.298677,-0.814831,60.8137,8.42256,115.081,-0.516154,5.28835,7.409121632575989,13.01335334777832,3.81849,178.63999938964844,,,,,,,529.1,4.724107142,529.1,4.724107142,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Dansby Swanson","CHC",159,686,619,149,98,27,2,22,82,80,58,1,174,4,4,1,,16,4,0.240991,0.0852612,0.253943,0.33575,0.308505,0.398237,0.308159,0.706742,0.157246,4.90793,0.298196,0.758538,0.537941,78.3292,-2.72698,98.4762,1.29648,6.66172,0.05755412578582764,14.011716365814209,3.77458,149.92999267578125,,,,,,,717.1,4.510062893,717.1,4.510062893,,,,,,,,,,,,,,,,,,,"Dansby Swanson","18314",621020
"Steven Kwan","CLE",154,665,593,165,125,27,3,11,86,60,61,1,61,5,4,3,,19,5,0.279317,0.0913315,0.092185,0.990741,0.349304,0.390376,0.326266,0.73968,0.11106,5.09481,0.294646,0.62042,0.50021,85.7076,7.13269,110.481,1.12063,4.43459,9.335171341896057,4.6095932722091675,3.76848,169.0399932861328,,,,,,,749.9,4.869480519,749.9,4.869480519,,,,,,,,,,,,,,,,,,,"Steven Kwan","24610",680757
"Alex Bregman","CHC",156,672,584,146,93,29,1,23,87,82,74,2,96,9,5,1,,3,1,0.250065,0.109718,0.142995,0.767285,0.340513,0.421161,0.332748,0.761674,0.171097,3.03965,0.262256,-0.637295,-1.06065,90.1466,10.7446,115.321,-1.69794,0.904023,10.504364013671875,3.30402272939682,3.70023,118.4000015258789,,,,,,,791.5,5.073717948,791.5,5.073717948,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Maikel Garcia","KCR",154,665,598,161,111,33,5,13,87,69,57,0,100,2,5,3,,27,7,0.269257,0.0851697,0.150207,0.567014,0.331676,0.404256,0.321626,0.735932,0.134999,6.102,0.301922,0.582,1.301,83.2026,4.62773,103.083,1.883,6.17723,4.299705743789673,8.652225971221924,3.6669,66.31999969482422,,,,,,,758.7,4.926623376,758.7,4.926623376,,,,,,,,,,,,,,,,,,,"Maikel Garcia","22715",672580
"Austin Riley","ATL",156,672,608,159,95,31,2,30,88,93,51,1,174,8,5,0,,3,1,0.261233,0.0758558,0.258829,0.293073,0.323946,0.469942,0.340644,0.793888,0.208709,3.29313,0.314569,-0.0774272,-0.931811,94.4546,15.0526,118.466,-1.00924,-2.64074,13.698536992073059,-0.6407421827316284,3.62344,62.400001525878906,,,,,,,845.6,5.42051282,845.6,5.42051282,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"Masyn Winn","STL",149,644,586,150,103,30,2,15,81,66,45,0,114,6,4,2,,13,4,0.255438,0.0703883,0.177501,0.396551,0.312791,0.388666,0.30705,0.701457,0.133227,4.9251,0.292798,0.967215,-0.142007,72.9539,-3.13965,98.0725,0.825208,7.6352,-0.6459730267524719,14.535202503204346,3.61319,313.75,,,,,,,659.9,4.42885906,659.9,4.42885906,,,,,,,,,,,,,,,,,,,"Masyn Winn","27479",691026
"Michael Harris II","ATL",134,581,546,150,97,27,4,22,71,78,24,1,112,5,4,2,,18,5,0.275203,0.0415545,0.191938,0.2165,0.309433,0.459948,0.329012,0.76938,0.184745,5.7277,0.308185,0.499985,0.793894,76.1767,7.52705,110.498,1.29388,5.25294,8.522785425186157,7.327938795089722,3.59943,100.16000366210938,,,,,,,709.1,5.291791044,709.1,5.291791044,,,,,,,,,,,,,,,,,,,"Michael Harris II","25931",671739
"Jeremy Peña","HOU",141,609,557,151,104,28,2,17,76,69,35,1,109,11,4,2,,16,5,0.270686,0.0582178,0.178302,0.326512,0.324703,0.421322,0.323944,0.746025,0.150637,5.12693,0.306909,0.619179,0.430826,77.3423,5.38425,108.272,1.05001,0.478705,6.987718939781189,7.003705412149429,3.57605,111.26000213623047,,,,,,,695.4,4.931914893,695.4,4.931914893,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"Freddie Freeman","LAD",151,651,568,161,98,37,2,24,89,91,69,8,121,9,5,0,,8,2,0.283727,0.106201,0.18614,0.570545,0.367121,0.482179,0.362981,0.8493,0.198452,4.1316,0.320729,-0.73061,-0.381193,103.309,26.3884,134.748,-1.1118,-0.897077,25.69873583316803,-12.572076916694641,3.559,66.94000244140625,,,,,,,921.5,6.102649006,921.5,6.102649006,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
"Nick Kurtz","ATH",143,616,534,139,74,28,1,36,97,99,73,3,173,4,4,1,,3,1,0.260968,0.118859,0.280159,0.424257,0.352011,0.520576,0.371097,0.872587,0.259608,3.66491,0.314414,0.103117,-0.774274,101.814,29.0285,137.359,-0.671157,-1.62448,26.452433228492737,-12.874478816986084,3.5584,18.389999389648438,,,,,,,903.6,6.318881118,903.6,6.318881118,,,,,,,,,,,,,,,,,,,"Nick Kurtz","35110",701762
"Byron Buxton","MIN",130,560,502,125,66,25,5,29,85,76,44,3,153,9,4,1,,17,2,0.24863,0.077812,0.273901,0.284088,0.317042,0.488902,0.342134,0.805944,0.240272,7.02923,0.296538,0.744922,1.89124,79.3896,13.2213,119.469,2.63616,0.407918,15.486353397369385,0.007918566465377808,3.55726,72.25,,,,,,,757.3,5.825384615,757.3,5.825384615,,,,,,,,,,,,,,,,,,,"Byron Buxton","14161",621439
"Pete Alonso","BAL",157,679,597,158,85,34,1,38,89,111,61,5,152,14,7,0,,2,1,0.264021,0.0902864,0.224511,0.402146,0.342729,0.514977,0.363491,0.857706,0.250956,2.6236,0.289377,-1.25459,-1.02746,108.034,27.8046,136.384,-2.28205,-2.74566,26.835116624832153,-15.470659971237183,3.55378,24.360000610351562,,,,,,,975.3,6.21210191,975.3,6.21210191,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
"Riley Greene","DET",151,651,584,154,91,30,3,29,85,97,58,2,176,5,4,0,,3,2,0.263992,0.0884687,0.270984,0.326473,0.332729,0.476932,0.347039,0.809661,0.21294,3.55238,0.326189,0.00497869,-1.01256,94.8826,17.9619,123.355,-1.00758,2.34233,16.912142872810364,-5.0326738357543945,3.50787,77.83999633789062,,,,,,,844.2,5.590728476,844.2,5.590728476,,,,,,,,,,,,,,,,,,,"Riley Greene","25976",682985
"Jacob Wilson","ATH",143,616,568,168,118,35,1,14,75,78,34,1,48,8,3,2,,6,2,0.294728,0.0555481,0.0776592,0.71528,0.341638,0.431684,0.336008,0.773322,0.136956,3.59366,0.301715,0.0529405,-0.848482,84.2645,11.4793,113.187,-0.795542,-2.31985,8.778929591178894,4.180150508880615,3.49508,190.3300018310547,,,,,,,743.4,5.198601398,743.4,5.198601398,,,,,,,,,,,,,,,,,,,"Jacob Wilson","33266",805779
"Roman Anthony","BOS",146,630,536,142,89,31,3,19,92,70,83,1,156,5,4,2,,9,4,0.265597,0.131777,0.246927,0.533667,0.366963,0.440795,0.353263,0.807757,0.175197,4.89325,0.337486,0.336996,-0.757913,95.0056,20.5662,123.697,-0.420917,3.34839,17.174944311380386,-4.901605844497681,3.47422,52.220001220703125,,,,,,,814.7,5.580136986,814.7,5.580136986,,,,,,,,,,,,,,,,,,,"Roman Anthony","31812",701350
"Kevin McGonigle","DET",123,532,466,119,72,28,3,16,74,63,56,0,73,3,5,2,,10,4,0.255553,0.105075,0.13744,0.764519,0.336574,0.429435,0.333458,0.766009,0.173882,4.91594,0.27052,-0.0747411,-0.622065,71.6727,8.81276,114,-0.696807,1.48826,8.081444144248962,6.988263726234436,3.41522,999,,,,,,,633.9,5.153658536,633.9,5.153658536,,,,,,,,,,,,,,,,,,,"Kevin McGonigle","sa3022895",805808
"Manny Machado","SDP",149,644,583,153,98,28,0,26,80,90,53,4,127,3,4,0,,9,2,0.263041,0.0827578,0.196675,0.420784,0.325284,0.44771,0.332035,0.772994,0.184669,3.51352,0.2925,-0.446684,-0.107795,86.0176,9.92403,116.779,-0.554478,-0.0905862,12.252125978469849,-0.3905862420797348,3.40574,37.529998779296875,,,,,,,778.9,5.227516778,778.9,5.227516778,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Matt Olson","ATL",159,686,595,151,85,33,1,32,91,97,81,4,165,5,4,0,,1,0,0.253261,0.117895,0.240942,0.48931,0.345505,0.473224,0.351843,0.818729,0.219963,2.47257,0.295329,-0.845693,-0.964921,102.66,21.6033,126.138,-1.81061,2.96145,19.440671801567078,-9.288554668426514,3.37381,49.040000915527344,,,,,,,912.7,5.740251572,912.7,5.740251572,,,,,,,,,,,,,,,,,,,"Matt Olson","14344",621566
"Carlos Correa","HOU",131,567,509,134,90,25,1,18,66,67,50,2,115,4,4,0,,0,0,0.262506,0.0889462,0.203667,0.436724,0.331184,0.420443,0.326811,0.751627,0.157937,2.12594,0.30554,-0.024963,-0.918592,73.3279,6.33246,110.247,-0.943555,4.7487,5.904195308685303,7.173700332641602,3.33468,282.2200012207031,,,,,,,650.8,4.967938931,650.8,4.967938931,,,,,,,,,,,,,,,,,,,"Carlos Correa","14162",621043
"Will Smith","LAD",126,500,428,109,68,21,1,19,67,67,58,3,97,8,5,0,,2,1,0.25543,0.116548,0.19398,0.600826,0.351955,0.44439,0.344955,0.796345,0.18896,3.14096,0.283961,-0.815522,-0.7879,72.0863,12.9602,122.4,-1.60342,-0.011211,11.681246995925903,9.138788596726954,3.32622,98.31999969482422,,,,,,,626.6,4.973015873,626.6,4.973015873,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Cody Bellinger","NYY",143,616,554,146,94,25,3,24,82,89,51,3,90,4,7,0,,11,3,0.263743,0.0826723,0.146675,0.563642,0.325907,0.448166,0.331981,0.774073,0.184422,4.92529,0.273406,0.186172,0.0484911,82.2505,9.46535,114.361,0.234663,5.65589,10.661256611347198,0.6058893203735352,3.32197,79.7699966430664,,,,,,,756.3,5.288811188,756.3,5.288811188,,,,,,,,,,,,,,,,,,,"Cody Bellinger","15998",641355
"Xander Bogaerts","SDP",141,609,546,144,103,27,1,13,72,60,51,2,107,5,5,1,,17,3,0.264483,0.0839604,0.1759,0.477319,0.330392,0.390619,0.315642,0.721011,0.126136,4.85711,0.304319,0.411611,1.07806,73.237,1.27896,105.549,1.48967,-0.250096,5.494553327560425,6.274904429912567,3.27718,239.49000549316406,,,,,,,658.5,4.670212765,658.5,4.670212765,,,,,,,,,,,,,,,,,,,"Xander Bogaerts","12161",593428
"Drake Baldwin","ATL",139,571,509,136,86,25,2,23,71,78,53,1,103,5,3,1,,1,0,0.266632,0.0930918,0.1804,0.51603,0.340533,0.45806,0.345809,0.798593,0.191428,2.5605,0.292217,-0.226367,-0.902919,82.7106,15.1952,122.004,-1.12929,-0.912154,13.772737860679626,-0.6621543765068054,3.21319,80.69000244140625,,,,,,,728.6,5.241726618,728.6,5.241726618,,,,,,,,,,,,,,,,,,,"Drake Baldwin","31539",686948
"Rafael Devers","SFG",159,686,589,149,85,31,1,31,94,93,85,11,166,7,4,1,,2,1,0.252581,0.124413,0.241592,0.514971,0.351202,0.468574,0.349838,0.819776,0.215993,2.84025,0.296629,-0.605982,-1.03288,101.543,20.487,127.629,-1.63886,1.02681,20.824925780296326,-12.323188185691833,3.20495,58.84000015258789,,,,,,,909.4,5.719496855,909.4,5.719496855,,,,,,,,,,,,,,,,,,,"Rafael Devers","17350",646240
"Austin Wells","NYY",117,461,412,93,54,20,1,19,51,62,39,0,112,5,5,1,,5,1,0.22689,0.0846662,0.243712,0.347403,0.298687,0.417206,0.310278,0.715893,0.190316,3.71381,0.261389,-0.128356,-0.162562,53.4776,-1.04041,99.4108,-0.290918,0.22124,-0.611335426568985,8.921239823102951,3.19628,257.4200134277344,,,,,,,489.8,4.186324786,489.8,4.186324786,,,,,,,,,,,,,,,,,,,"Austin Wells","27562",669224
"Ceddanne Rafaela","BOS",141,609,567,148,93,32,4,18,78,76,28,0,127,8,4,2,,21,7,0.260588,0.0466959,0.208469,0.223994,0.303164,0.427606,0.315108,0.73077,0.167018,6.126,0.304334,0.598867,0.455755,72.973,1.015,97.4137,1.05462,8.85567,-0.8017411231994629,11.030667304992676,3.1911,129.63999938964844,,,,,,,674.9,4.786524822,674.9,4.786524822,,,,,,,,,,,,,,,,,,,"Ceddanne Rafaela","24262",678882
"James Wood","WSN",149,644,558,146,84,32,2,27,89,86,78,5,187,3,4,1,,16,6,0.261253,0.120863,0.290066,0.416676,0.353111,0.472348,0.354518,0.825459,0.211095,4.90592,0.341294,0.282662,-0.296166,97.7732,21.6796,128.462,-0.0135039,-0.433944,21.710405479185283,-12.033944606781006,3.18217,34.5,,,,,,,874.2,5.867114093,874.2,5.867114093,,,,,,,,,,,,,,,,,,,"James Wood","29518",695578
"Marcus Semien","NYM",149,644,576,140,94,24,2,20,82,75,58,1,106,5,5,1,,9,2,0.242419,0.0896505,0.163963,0.546774,0.314336,0.3945,0.31017,0.708836,0.152081,4.60971,0.263102,0.273165,-0.084036,74.5852,-1.50837,101.363,0.189129,6.12096,1.229337751865387,8.220962285995483,3.15904,258.0199890136719,,,,,,,677.5,4.546979865,677.5,4.546979865,,,,,,,,,,,,,,,,,,,"Marcus Semien","12533",543760
"Brent Rooker","ATH",154,665,590,157,89,32,2,34,89,107,64,3,167,6,4,0,,6,2,0.266398,0.0962573,0.251836,0.382221,0.342456,0.502846,0.360451,0.845302,0.236448,3.81401,0.312683,-0.337584,-0.428877,104.165,25.5901,130.026,-0.766461,-0.0183117,22.767236351966858,-15.543311346322298,3.08085,44.18000030517578,,,,,,,928.8,6.031168831,928.8,6.031168831,,,,,,,,,,,,,,,,,,,"Brent Rooker","19627",667670
"Andy Pages","LAD",139,602,549,141,85,29,2,26,75,85,37,0,130,9,5,2,,10,4,0.256599,0.0611592,0.215889,0.28329,0.311078,0.455128,0.329365,0.766206,0.198529,4.45323,0.289092,0.309012,-0.509875,79.1026,7.97169,111.72,-0.200863,0.151375,8.161194041371346,1.901374876499176,3.07871,134.35000610351562,,,,,,,726.3,5.225179856,726.3,5.225179856,,,,,,,,,,,,,,,,,,,"Andy Pages","24816",681624
"Jazz Chisholm Jr.","NYY",139,602,532,127,77,19,2,28,78,86,59,2,156,5,4,1,,31,8,0.237769,0.0983259,0.259066,0.37954,0.318366,0.440253,0.327799,0.758619,0.202484,5.7008,0.27938,0.681619,1.92433,78.3373,7.20641,111.481,2.60595,-3.39183,10.751760482788086,-1.4418339729309082,3.07242,19.920000076293945,,,,,,,737.4,5.305035971,737.4,5.305035971,,,,,,,,,,,,,,,,,,,"Jazz Chisholm Jr.","20454",665862
"Luke Keaschall","MIN",131,567,493,131,90,28,2,11,71,65,56,0,95,12,5,0,,25,7,0.265485,0.0990978,0.167499,0.591633,0.351999,0.395754,0.330676,0.747753,0.130269,5.50848,0.305477,0.0318807,1.14243,75.1071,8.11165,111.576,1.17431,-0.0192935,8.910255074501038,1.505706463009119,3.06233,124.2300033569336,,,,,,,668.5,5.103053435,668.5,5.103053435,,,,,,,,,,,,,,,,,,,"Luke Keaschall","33321",807712
"Gleyber Torres","DET",152,658,572,149,103,27,1,18,83,72,74,1,113,4,5,2,,6,2,0.260267,0.113002,0.17107,0.660562,0.346894,0.407306,0.331559,0.7542,0.147039,3.18368,0.292152,-0.758632,-1.06129,87.6333,9.88557,112.692,-1.81992,-3.09577,8.022974848747253,-0.7457675933837891,3.06165,249.60000610351562,,,,,,,755.4,4.969736842,755.4,4.969736842,,,,,,,,,,,,,,,,,,,"Gleyber Torres","16997",650402
"Brice Turang","MIL",151,651,582,151,107,26,2,14,83,68,60,1,134,2,4,3,,28,7,0.258841,0.0915382,0.205756,0.444887,0.327721,0.387008,0.314035,0.714728,0.128167,5.64639,0.310913,0.447921,1.87422,77.4387,0.518045,101.464,2.32214,2.11391,3.4517009258270264,4.588914394378662,3.03864,51.36000061035156,,,,,,,701.6,4.646357615,701.6,4.646357615,,,,,,,,,,,,,,,,,,,"Brice Turang","22186",668930
"Dillon Dingler","DET",109,429,390,95,61,20,2,13,46,55,29,1,107,7,3,1,,1,1,0.244639,0.0673149,0.249054,0.270282,0.306423,0.404263,0.309031,0.710686,0.159624,3.19201,0.302285,0.0470758,-0.683576,49.2652,-1.40082,97.1732,-0.6365,5.24119,-2.0651320815086365,13.616194725036621,3.02312,267.5400085449219,,,,,,,440.7,4.043119266,440.7,4.043119266,,,,,,,,,,,,,,,,,,,"Dillon Dingler","27464",693307
"Ezequiel Tovar","COL",151,651,605,161,100,36,4,21,81,76,33,0,156,4,5,4,,9,4,0.266099,0.0509798,0.239976,0.212437,0.306442,0.443457,0.321965,0.749898,0.177358,4.79998,0.324113,0.490258,-0.894459,81.6299,4.70919,92.4884,-0.404201,6.71782,-6.199907153844833,13.692824363708496,2.9826,207.69000244140625,,,,,,,738.1,4.88807947,738.1,4.88807947,,,,,,,,,,,,,,,,,,,"Ezequiel Tovar","24064",678662
"Kyle Schwarber","PHI",159,686,573,130,65,20,1,44,103,105,101,5,195,7,4,1,,7,2,0.22687,0.146672,0.284984,0.514668,0.347533,0.495893,0.360557,0.843426,0.269022,3.75026,0.255467,-1.37824,-0.545102,107.513,26.4567,130.967,-1.92335,-0.0020269,23.254836201667786,-16.95202575926669,2.97997,23.969999313354492,,,,,,,964,6.062893081,964,6.062893081,,,,,,,,,,,,,,,,,,,"Kyle Schwarber","16478",656941
"Brendan Donovan","SEA",130,560,496,135,95,27,1,12,68,55,50,2,77,9,3,2,,5,3,0.273126,0.0887575,0.136727,0.649158,0.348496,0.404323,0.330572,0.752818,0.131196,3.41447,0.300653,-0.222065,-1.14729,74.1325,7.96417,118.794,-1.36935,-2.75279,11.034939289093018,-1.3527911901474,2.96261,269.6600036621094,,,,,,,634.9,4.883846153,634.9,4.883846153,,,,,,,,,,,,,,,,,,,"Brendan Donovan","24679",680977
"Michael Busch","CHC",139,602,526,133,75,27,3,28,84,82,63,2,147,8,3,1,,4,1,0.252777,0.104901,0.244702,0.428689,0.339471,0.475775,0.350506,0.815246,0.222997,4.25828,0.296101,-0.687089,-0.470673,89.4359,18.305,127.486,-1.15776,1.14819,18.453056812286377,-9.65181314945221,2.94966,105.9800033569336,,,,,,,795.2,5.720863309,795.2,5.720863309,,,,,,,,,,,,,,,,,,,"Michael Busch","26319",683737
"CJ Abrams","WSN",146,630,572,146,91,30,5,20,87,68,38,2,119,13,4,2,,31,7,0.254368,0.0603965,0.188128,0.321039,0.313914,0.42564,0.31975,0.739553,0.171272,6.91666,0.287482,0.678221,2.55197,77.864,3.42466,104.645,3.23019,-5.08706,6.698188543319702,0.6629366874694824,2.89763,64.75,,,,,,,741.4,5.078082191,741.4,5.078082191,,,,,,,,,,,,,,,,,,,"CJ Abrams","25768",682928
"Jackson Chourio","MIL",151,651,601,163,98,37,4,25,92,88,39,2,131,4,5,2,,24,7,0.271584,0.0602214,0.201263,0.299218,0.31793,0.468642,0.335978,0.786572,0.197057,6.21992,0.307923,1.01553,0.964045,89.0366,12.1159,116.496,1.97957,-1.2152,14.707019448280334,-8.190199851989746,2.88273,19.1200008392334,,,,,,,831.9,5.509271523,831.9,5.509271523,,,,,,,,,,,,,,,,,,,"Jackson Chourio","28806",694192
"Bryson Stott","PHI",144,623,556,144,101,25,3,14,73,67,55,1,103,4,6,2,,25,5,0.258203,0.0887196,0.165482,0.536129,0.326525,0.39032,0.314023,0.716845,0.132117,5.70294,0.291497,0.325233,1.87096,74.1017,0.489417,99.0903,2.19619,3.46348,1.5244681239128113,5.788480281829834,2.86887,186.9199981689453,,,,,,,682.1,4.736805555,682.1,4.736805555,,,,,,,,,,,,,,,,,,,"Bryson Stott","26294",681082
"Josh Naylor","SEA",144,623,562,151,97,31,0,23,74,92,51,6,92,5,5,0,,18,3,0.268929,0.0821858,0.148081,0.555006,0.332183,0.449931,0.335038,0.782115,0.181002,4.18034,0.282784,-0.573047,1.19202,84.7314,11.1191,121.87,0.618968,1.22964,16.67774909734726,-10.14535653591156,2.8622,64.47000122070312,,,,,,,783.5,5.440972222,783.5,5.440972222,,,,,,,,,,,,,,,,,,,"Josh Naylor","18839",647304
"Iván Herrera","STL",139,594,515,141,96,25,1,19,74,76,63,1,116,11,5,0,,10,3,0.273518,0.105652,0.19576,0.539701,0.361822,0.437052,0.349396,0.798874,0.163534,3.99793,0.317323,0.281354,-0.306344,87.6528,17.5144,127.081,-0.0249893,-0.0879627,19.027325484901667,-10.837962724268436,2.85864,169.89999389648438,,,,,,,764,5.496402877,764,5.496402877,,,,,,,,,,,,,,,,,,,"Ivan Herrera","20599",671056
"Xavier Edwards","MIA",139,602,539,151,120,23,4,5,72,50,52,1,83,3,4,4,,27,7,0.280689,0.0867028,0.137441,0.630835,0.345236,0.365004,0.314486,0.71024,0.0843142,6.01954,0.322145,0.72431,1.51096,71.8305,0.699571,99.6774,2.23527,3.62668,2.0051020085811615,5.77668309211731,2.84536,186.07000732421875,,,,,,,639.8,4.602877697,639.8,4.602877697,,,,,,,,,,,,,,,,,,,"Xavier Edwards","22266",669364
"Andrés Giménez","TOR",138,595,537,135,95,24,2,14,68,66,34,2,103,16,5,3,,20,4,0.25105,0.0577461,0.172371,0.33501,0.313175,0.379768,0.303799,0.692942,0.128718,5.57541,0.284943,0.00392763,1.49656,65.8325,-4.47135,94.4234,1.50048,3.00379,-2.410261631011963,9.37879490852356,2.80822,372.2200012207031,,,,,,,608.4,4.408695652,608.4,4.408695652,,,,,,,,,,,,,,,,,,,"Andres Gimenez","19950",665926
"Francisco Alvarez","NYM",112,446,395,94,55,16,1,22,54,63,42,1,114,6,3,1,,1,0,0.237964,0.0934353,0.256169,0.364741,0.317654,0.448366,0.330977,0.76602,0.210402,2.98394,0.276158,-0.20411,-0.517679,59.1614,6.48672,115.616,-0.721788,-3.33934,7.529143333435059,3.185664415359497,2.78079,170.02000427246094,,,,,,,536.2,4.7875,536.2,4.7875,,,,,,,,,,,,,,,,,,,"Francisco Alvarez","26121",682626
"Oneil Cruz","PIT",125,539,473,112,65,22,3,22,73,65,58,4,163,4,4,1,,29,6,0.237433,0.106776,0.301813,0.353782,0.323193,0.439639,0.328324,0.762833,0.202207,6.77742,0.308691,0.363822,2.68425,70.3687,6.68174,108.614,3.04808,-1.13225,8.55082082748413,0.5927528142929077,2.77024,95.02999877929688,,,,,,,666.2,5.3296,666.2,5.3296,,,,,,,,,,,,,,,,,,,"Oneil Cruz","21711",665833
"Ian Happ","CHC",152,658,565,137,81,32,1,23,84,79,83,2,156,5,4,1,,8,2,0.242792,0.12548,0.237338,0.528696,0.34192,0.424179,0.334832,0.766098,0.181387,3.88229,0.293055,-0.256194,-0.381785,89.3819,11.6341,116.748,-0.637979,-0.0962626,12.423423528671265,-7.246262714266777,2.7695,182.6999969482422,,,,,,,790.5,5.200657894,790.5,5.200657894,,,,,,,,,,,,,,,,,,,"Ian Happ","17919",664023
"Trent Grisham","NYY",126,546,464,101,58,17,1,24,73,65,72,0,136,5,3,2,,6,2,0.217308,0.131847,0.248355,0.530881,0.327487,0.414102,0.325921,0.74159,0.196794,3.92293,0.250606,-0.125517,-0.426035,70.2175,5.70342,110.187,-0.551553,0.212005,6.003877878189087,2.162005364894867,2.75817,251.55999755859375,,,,,,,619,4.912698412,619,4.912698412,,,,,,,,,,,,,,,,,,,"Trent Grisham","18564",663757
"Shea Langeliers","ATH",131,524,476,121,67,25,1,28,70,83,39,1,117,4,4,1,,5,1,0.2534,0.0744824,0.224219,0.332186,0.313019,0.487343,0.341211,0.800362,0.233943,3.81661,0.276658,-0.0504112,-0.256676,73.865,11.974,116.772,-0.307087,-4.26394,10.047128736972809,3.1610560417175293,2.75064,54.7400016784668,,,,,,,678.7,5.18091603,678.7,5.18091603,,,,,,,,,,,,,,,,,,,"Shea Langeliers","25816",669127
"Yandy Díaz","TBR",151,651,576,168,117,30,1,20,84,77,62,2,97,7,4,2,,3,1,0.291577,0.0955086,0.149084,0.640636,0.364683,0.451948,0.354657,0.816631,0.160371,2.66837,0.318879,-0.725394,-1.08671,98.9092,21.9885,127.971,-1.81211,-0.0644965,19.64967954158783,-15.189496517181396,2.74878,137.4600067138672,,,,,,,855.4,5.664900662,855.4,5.664900662,,,,,,,,,,,,,,,,,,,"Yandy Diaz","16578",650490
"Seiya Suzuki","CHC",143,616,540,139,82,27,3,26,77,86,67,2,155,3,5,0,,7,3,0.256429,0.10824,0.25162,0.430174,0.338879,0.464193,0.345517,0.803072,0.207764,4.30539,0.308777,-0.361722,-0.775098,89.0205,16.2354,124.068,-1.13682,-1.63488,16.4347802400589,-10.234885215759277,2.73117,95.30999755859375,,,,,,,793.1,5.546153846,793.1,5.546153846,,,,,,,,,,,,,,,,,,,"Seiya Suzuki","30116",673548
"Kazuma Okamoto","TOR",130,560,495,124,73,25,0,25,66,83,53,6,100,8,4,1,,2,1,0.249729,0.094405,0.178982,0.527456,0.329227,0.453303,0.335322,0.78253,0.203574,2.34959,0.264301,-0.231432,-0.88247,76.2924,10.1241,116.138,-1.1139,-0.815492,9.537842869758606,-2.2154916524887085,2.72117,999,,,,,,,690.9,5.314615384,690.9,5.314615384,,,,,,,,,,,,,,,,,,,"Kazuma Okamoto","sa3063134",672960
"JJ Wetherholt","STL",130,560,491,125,89,23,1,12,72,58,56,1,94,9,3,2,,13,3,0.254423,0.0996511,0.168135,0.592684,0.340051,0.379491,0.319102,0.719542,0.125068,4.8337,0.291567,0,0.509352,68.9178,2.7495,106.329,0.509352,0.886154,4.709698259830475,3.1361538767814636,2.70895,999,,,,,,,605.5,4.657692307,605.5,4.657692307,,,,,,,,,,,,,,,,,,,"JJ Wetherholt","sa3025154",802139
